po_id,line_id,product_id,quantity,unit_cost
1384,2809,P1051,12,160.92
1385,2810,P1037,150,142.11
1386,2811,P1073,172,439.74
1386,2812,P1121,130,320.62
1387,2813,P1054,98,154.2
1387,2814,P1041,83,254.37
1387,2815,P1040,19,257.88
1388,2816,P1097,93,438.28
1389,2817,P1125,154,240.76
1390,2818,P1125,126,240.76
1390,2819,P1167,189,296.43
1391,2820,P1084,98,166.13
1392,2821,P1062,60,498.0
1392,2822,P1110,25,206.28
1393,2823,P1063,153,124.62
1393,2824,P1113,13,45.1
1393,2825,P1169,88,167.84
1394,2826,P1044,117,345.07
1394,2827,P1192,42,114.43
1395,2828,P1118,173,345.11
1396,2829,P1008,154,241.17
1397,2830,P1025,189,292.72
1397,2831,P1147,174,175.87
1397,2832,P1117,101,48.33
1398,2833,P1015,15,346.46
1398,2834,P1033,23,195.81
1399,2835,P1076,131,312.65
1399,2836,P1065,47,54.69
1399,2837,P1036,147,69.34
1400,2838,P1017,104,451.51
1400,2839,P1073,186,439.74
1400,2840,P1148,196,219.67
1401,2841,P1129,179,127.8
1401,2842,P1027,113,276.32
1402,2843,P1159,41,389.87
1402,2844,P1190,42,379.59
1403,2845,P1106,75,408.61
1404,2846,P1105,180,473.95
1404,2847,P1130,19,172.57
1404,2848,P1123,172,239.15
1405,2849,P1031,136,283.46
1405,2850,P1003,64,137.45
1405,2851,P1046,46,238.77
1406,2852,P1101,54,259.81
1406,2853,P1182,180,316.7
1406,2854,P1125,155,240.76
1407,2855,P1016,95,60.67
1408,2856,P1003,119,137.45
1408,2857,P1120,142,402.41
1409,2858,P1065,65,54.69
1409,2859,P1002,64,227.87
1409,2860,P1025,54,292.72
1410,2861,P1165,116,180.53
1410,2862,P1092,138,478.49
1410,2863,P1150,44,424.36
1411,2864,P1010,65,431.29
1411,2865,P1078,72,489.23
1411,2866,P1188,41,205.8
1412,2867,P1019,17,135.07
1413,2868,P1112,166,444.58
1414,2869,P1013,57,360.62
1415,2870,P1159,36,389.87
1415,2871,P1090,151,243.92
1415,2872,P1036,91,69.34
1416,2873,P1037,81,142.11
1416,2874,P1089,47,116.42
1416,2875,P1125,114,240.76
1417,2876,P1126,99,33.54
1417,2877,P1038,105,205.78
1417,2878,P1022,163,132.6
1418,2879,P1136,199,150.39
1418,2880,P1086,179,48.1
1418,2881,P1055,77,415.33
1419,2882,P1043,185,209.96
1419,2883,P1107,180,417.58
1420,2884,P1154,152,437.38
1420,2885,P1009,109,183.9
1421,2886,P1085,18,139.55
1422,2887,P1156,102,89.69
1422,2888,P1032,117,349.97
1422,2889,P1059,169,224.34
1423,2890,P1032,11,349.97
1423,2891,P1152,49,320.46
1423,2892,P1006,148,241.77
1424,2893,P1122,43,397.28
1424,2894,P1114,29,75.45
1424,2895,P1054,120,154.2
1425,2896,P1148,68,219.67
1426,2897,P1078,173,489.23
1426,2898,P1031,116,283.46
1426,2899,P1085,85,139.55
1427,2900,P1101,146,259.81
1427,2901,P1044,105,345.07
1427,2902,P1066,94,33.19
1428,2903,P1106,50,408.61
1428,2904,P1173,109,94.27
1428,2905,P1067,39,344.06
1429,2906,P1025,30,292.72
1429,2907,P1150,44,424.36
1429,2908,P1015,131,346.46
1430,2909,P1177,60,106.85
1430,2910,P1081,174,323.19
1430,2911,P1102,157,172.98
1431,2912,P1046,85,238.77
1431,2913,P1127,130,357.19
1432,2914,P1153,18,188.52
1432,2915,P1024,110,62.99
1432,2916,P1162,86,26.46
1433,2917,P1031,61,283.46
1433,2918,P1072,111,69.66
1434,2919,P1040,108,257.88
1434,2920,P1196,130,317.86
1435,2921,P1101,150,259.81
1436,2922,P1183,178,76.5
1436,2923,P1100,137,144.66
1436,2924,P1064,184,375.68
1437,2925,P1113,149,45.1
1438,2926,P1186,179,435.74
1439,2927,P1077,182,51.66
1439,2928,P1149,160,282.64
1439,2929,P1138,152,197.5
1440,2930,P1128,145,418.75
1440,2931,P1045,25,447.5
1441,2932,P1043,142,209.96
1441,2933,P1065,182,54.69
1442,2934,P1102,65,172.98
1442,2935,P1122,177,397.28
1443,2936,P1112,112,444.58
1444,2937,P1193,93,282.24
1444,2938,P1082,58,35.88
1444,2939,P1067,145,344.06
1445,2940,P1022,70,132.6
1445,2941,P1161,156,43.36
1446,2942,P1014,67,452.45
1446,2943,P1119,159,429.68
1447,2944,P1197,123,395.9
1447,2945,P1173,179,94.27
1448,2946,P1031,156,283.46
1448,2947,P1118,93,345.11
1448,2948,P1168,116,267.34
1449,2949,P1191,171,89.49
1450,2950,P1108,143,191.84
1450,2951,P1196,55,317.86
1451,2952,P1175,153,227.87
1451,2953,P1187,94,43.99
1451,2954,P1027,80,276.32
1452,2955,P1090,115,243.92
1452,2956,P1098,87,282.91
1453,2957,P1174,136,26.27
1454,2958,P1063,186,124.62
1455,2959,P1181,117,81.24
1455,2960,P1078,159,489.23
1455,2961,P1130,35,172.57
1456,2962,P1166,180,267.96
1456,2963,P1064,10,375.68
1456,2964,P1188,121,205.8
1457,2965,P1093,13,356.24
1457,2966,P1124,144,455.07
1458,2967,P1185,25,111.5
1458,2968,P1139,18,278.97
1459,2969,P1018,107,389.28
1459,2970,P1123,181,239.15
1460,2971,P1084,134,166.13
1461,2972,P1174,177,26.27
1462,2973,P1075,195,292.75
1463,2974,P1060,172,110.53
1464,2975,P1095,196,203.91
1464,2976,P1111,56,31.63
1465,2977,P1079,66,165.08
1465,2978,P1080,27,362.77
1466,2979,P1142,108,172.04
1466,2980,P1092,199,478.49
1466,2981,P1129,71,127.8
1467,2982,P1023,161,271.43
1468,2983,P1050,195,98.34
1469,2984,P1018,56,389.28
1469,2985,P1163,118,478.66
1469,2986,P1005,12,308.82
1470,2987,P1133,192,447.19
1470,2988,P1066,26,33.19
1470,2989,P1047,176,285.65
1471,2990,P1113,121,45.1
1471,2991,P1108,67,191.84
1472,2992,P1127,145,357.19
1473,2993,P1109,15,353.84
1474,2994,P1057,79,373.34
1474,2995,P1199,125,289.09
1474,2996,P1198,80,231.14
1475,2997,P1188,69,205.8
1475,2998,P1190,179,379.59
1475,2999,P1071,53,395.38
1476,3000,P1081,72,323.19
1476,3001,P1144,88,150.01
1476,3002,P1158,118,37.36
1477,3003,P1046,111,238.77
1477,3004,P1137,76,466.13
1477,3005,P1040,145,257.88
1478,3006,P1027,10,276.32
1479,3007,P1144,105,150.01
1479,3008,P1188,81,205.8
1479,3009,P1187,132,43.99
1480,3010,P1153,23,188.52
1481,3011,P1030,164,444.63
1481,3012,P1076,29,312.65
1481,3013,P1056,80,334.84
1482,3014,P1069,51,436.57
1482,3015,P1120,100,402.41
1483,3016,P1049,135,257.17
1483,3017,P1080,108,362.77
1483,3018,P1107,182,417.58
1484,3019,P1156,74,89.69
1484,3020,P1046,143,238.77
1484,3021,P1175,156,227.87
1485,3022,P1117,104,48.33
1486,3023,P1084,126,166.13
1486,3024,P1131,67,353.58
1487,3025,P1182,169,316.7
1487,3026,P1140,30,315.91
1488,3027,P1039,44,183.94
1488,3028,P1145,95,82.47
1488,3029,P1028,11,420.17
1489,3030,P1178,139,276.28
1489,3031,P1056,131,334.84
1489,3032,P1175,23,227.87
1490,3033,P1135,66,342.78
1490,3034,P1119,126,429.68
1491,3035,P1108,164,191.84
1492,3036,P1178,94,276.28
1492,3037,P1103,71,290.94
1492,3038,P1049,196,257.17
1493,3039,P1015,77,346.46
1493,3040,P1075,191,292.75
1494,3041,P1131,69,353.58
1494,3042,P1091,27,403.86
1494,3043,P1149,38,282.64
1495,3044,P1041,167,254.37
1495,3045,P1099,199,255.82
1496,3046,P1055,14,415.33
1497,3047,P1131,103,353.58
1497,3048,P1183,52,76.5
1498,3049,P1143,59,261.16
1498,3050,P1054,49,154.2
1499,3051,P1173,28,94.27
1499,3052,P1149,57,282.64
1499,3053,P1025,162,292.72
1500,3054,P1164,62,429.12
1500,3055,P1063,54,124.62
